PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Name	Symbol	Alternate Names	Alternate Symbols	Is VIP	Has Variant Annotation	Cross-references	Has CPIC Dosing Guideline	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
PA267	5243	HGNC:40	ENSG00000085563	ATP binding cassette subfamily B member 1	ABCB1	"""ATP-binding cassette, sub-family B (MDR/TAP), member 1"", ""P-glycoprotein"", ""multidrug resistance protein 1"""	ABC20, CD243, CLCS, GP170, MDR1, P-gp, PGY1, p-170	Yes	Yes	Comparative Toxicogenomics Database:5243, Ensembl:ENSG00000085563, GenAtlas:ABCB1, GeneCard:ABCB1, HGNC:HGNC:40, HumanCyc Gene:HS01500, ModBase:P08183, NCBI Gene:5243, OMIM:171050, OMIM:612244, RefSeq DNA:NG_011513, RefSeq DNA:NT_007933, RefSeq DNA:NT_079595, RefSeq Protein:NP_000918, RefSeq RNA:NM_000927, UCSC Genome Browser:NM_000927, UniProtKB:A4D1D2, UniProtKB:P08183	No	chr7	87133179	87342639	87503863	87713323
PA24385	23456	HGNC:41	ENSG00000135776	ATP binding cassette subfamily B member 10	ABCB10	"""ABC transporter 10 protein"", ""ATP-binding cassette sub-family B member 10, mitochondrial"", ""ATP-binding cassette transporter 10"", ""ATP-binding cassette, sub-family B (MDR/TAP), member 10"", ""mitochondrial ATP-binding cassette 2"""	EST20237, M-ABC2, MTABC2	Yes	No	Comparative Toxicogenomics Database:23456, Ensembl:ENSG00000135776, GenAtlas:ABCB10, GeneCard:ABCB10, HGNC:HGNC:41, HumanCyc Gene:HS06063, ModBase:Q9NRK6, NCBI Gene:23456, OMIM:605454, RefSeq DNA:NT_167186, RefSeq Protein:NP_036221, RefSeq RNA:NM_012089, UCSC Genome Browser:NM_012089, UniProtKB:Q9NRK6	No	chr1	229652329	229694442	229516582	229558987
PA24386	56476	HGNC:14114	ENSG00000274099	ATP-binding cassette, sub-family B (MDR/TAP), member 10 pseudogene 1	ABCB10P1		M-ABC2, MABC2	Yes	No	Ensembl:ENSG00000274099, GenAtlas:ABCB10P, GeneCard:ABCB10P1, HGNC:HGNC:14114, NCBI Gene:56476, RefSeq DNA:NG_005041, RefSeq DNA:NT_078094	No	chr15	22689409	22693186	23179882	23183659
PA374	8647	HGNC:42	ENSG00000073734	ATP binding cassette subfamily B member 11	ABCB11	"""ABC member 16, MDR/TAP subfamily"", ""ATP-binding cassette, sub-family B (MDR/TAP), member 11"""	ABC16, BSEP, PFIC-2, PFIC2, PGY4, SPGP	Yes	Yes	Comparative Toxicogenomics Database:8647, Ensembl:ENSG00000073734, GenAtlas:ABCB11, GeneCard:ABCB11, HGNC:HGNC:42, HumanCyc Gene:HS01112, ModBase:O95342, NCBI Gene:8647, OMIM:601847, OMIM:603201, OMIM:605479, RefSeq DNA:NG_007374, RefSeq DNA:NT_005403, RefSeq Protein:NP_003733, RefSeq RNA:NM_003742, UCSC Genome Browser:NM_003742, UniProtKB:O95342	No	chr2	169779336	169887833	168915468	169031396
PA268	5244	HGNC:45	ENSG00000005471	ATP binding cassette subfamily B member 4	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	GBD1, MDR2, MDR3, PFIC-3, PGY3	Yes	Yes	Comparative Toxicogenomics Database:5244, Ensembl:ENSG00000005471, GenAtlas:ABCB4, GeneCard:ABCB4, HGNC:HGNC:45, HumanCyc Gene:HS00144, ModBase:P21439, NCBI Gene:5244, OMIM:147480, OMIM:171060, OMIM:600803, OMIM:602347, RefSeq DNA:NG_007118, RefSeq DNA:NT_007933, RefSeq DNA:NT_079595, RefSeq Protein:NP_000434, RefSeq Protein:NP_061337, RefSeq Protein:NP_061338, RefSeq RNA:NM_000443, RefSeq RNA:NM_018849, RefSeq RNA:NM_018850, UCSC Genome Browser:NM_000443, UniProtKB:A4D1D5, UniProtKB:P21439	No	chr7	87031361	87105019	87399461	87475864
PA24387	340273	HGNC:46	ENSG00000004846	ATP binding cassette subfamily B member 5	ABCB5	"""ATP-binding cassette protein"", ""ATP-binding cassette, sub-family B (MDR/TAP), member 5"", ""P-glycoprotein ABCB5"""	ABCB5alpha, ABCB5beta, EST422562	Yes	Yes	Comparative Toxicogenomics Database:340273, Ensembl:ENSG00000004846, GenAtlas:ABCB5, GeneCard:ABCB5, HGNC:HGNC:46, ModBase:Q2M3G0, NCBI Gene:340273, OMIM:611785, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_001157413, RefSeq Protein:NP_001157414, RefSeq Protein:NP_001157465, RefSeq Protein:NP_848654, RefSeq RNA:NM_001163941, RefSeq RNA:NM_001163942, RefSeq RNA:NM_001163993, RefSeq RNA:NM_178559, UniProtKB:A7BKA4, UniProtKB:B5MD19, UniProtKB:Q2M3G0	No	chr7	20655245	20796637	20615622	20757014
PA24388	10058	HGNC:47	ENSG00000115657	ATP binding cassette subfamily B member 6 (LAN blood group)	ABCB6	"""ATP binding cassette subfamily B member 6 (Langereis blood group)"", ""ATP-binding cassette half-transporter"", ""ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)"""	EST45597, MTABC3, umat	Yes	Yes	Comparative Toxicogenomics Database:10058, Ensembl:ENSG00000115657, GenAtlas:ABCB6, GeneCard:ABCB6, HGNC:HGNC:47, HumanCyc Gene:HS03923, ModBase:Q9NP58, NCBI Gene:10058, OMIM:605452, RefSeq DNA:NT_005403, RefSeq Protein:NP_005680, RefSeq RNA:NM_005689, UCSC Genome Browser:NM_005689, UniProtKB:Q9NP58	No	chr2	220074488	220083712	219209766	219218990
PA24389	22	HGNC:48	ENSG00000131269	ATP binding cassette subfamily B member 7	ABCB7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	ABC7, ASAT, Atm1p, EST140535	Yes	No	Comparative Toxicogenomics Database:22, Ensembl:ENSG00000131269, GenAtlas:ABCB7, GeneCard:ABCB7, HGNC:HGNC:48, HumanCyc Gene:HS05510, ModBase:O75027, NCBI Gene:22, OMIM:300135, OMIM:301310, RefSeq DNA:NG_007980, RefSeq DNA:NT_011669, RefSeq Protein:NP_004290, RefSeq RNA:NM_004299, UCSC Genome Browser:NM_004299, UniProtKB:O75027	No	chrX	74273007	74376175	75053172	75156340
PA24390	11194	HGNC:49	ENSG00000197150	ATP binding cassette subfamily B member 8	ABCB8	"""ATP-binding cassette, sub-family B (MDR/TAP), member 8"", ""mitochondrial ABC protein"""	EST328128, M-ABC1, MABC1, MITOSUR	Yes	No	Ensembl:ENSG00000197150, GenAtlas:ABCB8, GeneCard:ABCB8, HGNC:HGNC:49, ModBase:Q9NUT2, NCBI Gene:11194, OMIM:605464, RefSeq DNA:NT_007914, RefSeq DNA:NT_079596, RefSeq Protein:NP_009119, RefSeq RNA:NM_007188, UCSC Genome Browser:NM_007188, UniProtKB:Q9NUT2	No	chr7	150725510	150744869	151028422	151047782
PA24391	23457	HGNC:50	ENSG00000150967	ATP binding cassette subfamily B member 9	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	EST122234	Yes	Yes	Comparative Toxicogenomics Database:23457, Ensembl:ENSG00000150967, GenAtlas:ABCB9, GeneCard:ABCB9, HGNC:HGNC:50, HumanCyc Gene:HS07697, ModBase:Q9NP78, NCBI Gene:23457, OMIM:605453, RefSeq DNA:NT_009755, RefSeq Protein:NP_062570, RefSeq Protein:NP_062571, RefSeq Protein:NP_982269, RefSeq RNA:NM_019624, RefSeq RNA:NM_019625, RefSeq RNA:NM_203444, UCSC Genome Browser:NM_019624, UniProtKB:Q6P2Q0, UniProtKB:Q9NP78	No	chr12	123405498	123451056	122918708	122975160
PA244	4363	HGNC:51	ENSG00000103222	ATP binding cassette subfamily C member 1 (ABCC1 blood group)	ABCC1	"""ATP binding cassette subfamily C member 1"", ""ATP-binding cassette, sub-family C (CFTR/MRP), member 1"", ""glutathione S-conjugate export pump"""	GS-X, MRP, MRP1	Yes	Yes	Comparative Toxicogenomics Database:4363, Ensembl:ENSG00000103222, GenAtlas:ABCC1, GeneCard:ABCC1, HGNC:HGNC:51, HumanCyc Gene:HS02475, ModBase:P33527, NCBI Gene:4363, OMIM:158343, RefSeq DNA:NT_010393, RefSeq Protein:NP_004987, RefSeq Protein:NP_063915, RefSeq Protein:NP_063953, RefSeq Protein:NP_063954, RefSeq Protein:NP_063955, RefSeq RNA:NM_004996, RefSeq RNA:NM_019862, RefSeq RNA:NM_019898, RefSeq RNA:NM_019899, RefSeq RNA:NM_019900, UCSC Genome Browser:NM_004996, UniProtKB:C9JPJ4, UniProtKB:P33527	No	chr16	16043434	16236931	15949577	16143074
PA24392	89845	HGNC:52	ENSG00000124574	ATP binding cassette subfamily C member 10	ABCC10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	EST182763, MRP7, SIMRP7	Yes	Yes	Ensembl:ENSG00000124574, GenAtlas:ABCC10, GeneCard:ABCC10, HGNC:HGNC:52, HumanCyc Gene:HS04798, ModBase:Q5T3U5, NCBI Gene:89845, OMIM:612509, RefSeq DNA:NT_007592, RefSeq Protein:NP_001185863, RefSeq Protein:NP_258261, RefSeq RNA:NM_001198934, RefSeq RNA:NM_033450, UCSC Genome Browser:NM_033450, UniProtKB:Q5T3U5	No	chr6	43395282	43418163	43427538	43451994
PA24393	85320	HGNC:14639	ENSG00000121270	ATP binding cassette subfamily C member 11	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	MRP8	Yes	Yes	Ensembl:ENSG00000121270, GenAtlas:ABCC11, GeneCard:ABCC11, HGNC:HGNC:14639, HumanCyc Gene:HS04477, ModBase:Q96J66, NCBI Gene:85320, OMIM:117800, OMIM:607040, RefSeq DNA:NG_011522, RefSeq DNA:NT_010498, RefSeq Protein:NP_115972, RefSeq Protein:NP_149163, RefSeq Protein:NP_660187, RefSeq RNA:NM_032583, RefSeq RNA:NM_033151, RefSeq RNA:NM_145186, UCSC Genome Browser:NM_032583, UniProtKB:Q96J66	No	chr16	48200782	48281479	48164842	48249973
PA24394	94160	HGNC:14640	ENSG00000140798	ATP binding cassette subfamily C member 12	ABCC12	ATP-binding cassette, sub-family C (CFTR/MRP), member 12	MRP9	Yes	No	Ensembl:ENSG00000140798, GenAtlas:ABCC12, GeneCard:ABCC12, HGNC:HGNC:14640, HumanCyc Gene:HS06758, ModBase:Q96J65, NCBI Gene:94160, OMIM:607041, RefSeq DNA:NT_010498, RefSeq Protein:NP_150229, RefSeq RNA:NM_033226, UCSC Genome Browser:NM_033226, UniProtKB:Q96J65	No	chr16	48116884	48180681	48082973	48146770
PA134875904	150000	HGNC:16022	ENSG00000243064	ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene	ABCC13		C21orf73, PRED6	Yes	Yes	Comparative Toxicogenomics Database:150000, Ensembl:ENSG00000243064, GeneCard:ABCC13, HGNC:HGNC:16022, ModBase:Q9NSE7, NCBI Gene:150000, OMIM:608835, RefSeq DNA:NT_011512, RefSeq RNA:NR_003087, RefSeq RNA:NR_003088	No	chr21	15646120	15673707	14273799	14301386
PA116	1244	HGNC:53	ENSG00000023839	ATP binding cassette subfamily C member 2	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	CMOAT, DJS, MRP2, cMRP	Yes	Yes	Comparative Toxicogenomics Database:1244, Ensembl:ENSG00000023839, GenAtlas:ABCC2, GeneCard:ABCC2, HGNC:HGNC:53, HumanCyc Gene:HS00431, ModBase:Q92887, NCBI Gene:1244, OMIM:237500, OMIM:601107, RefSeq DNA:NG_011798, RefSeq DNA:NT_030059, RefSeq Protein:NP_000383, RefSeq RNA:NM_000392, UCSC Genome Browser:NM_000392, UniProtKB:Q92887	No	chr10	101542457	101611662	99782598	99853741
PA376	8714	HGNC:54	ENSG00000108846	ATP binding cassette subfamily C member 3	ABCC3	"""ATP-binding cassette, sub-family C (CFTR/MRP), member 3"", ""canalicular multispecific organic anion transporter 2"""	EST90757, MLP2, MOAT-D, MRP3, cMOAT2	Yes	Yes	Comparative Toxicogenomics Database:8714, Ensembl:ENSG00000108846, GenAtlas:ABCC3, GeneCard:ABCC3, HGNC:HGNC:54, HumanCyc Gene:HS03169, ModBase:O15438, NCBI Gene:8714, OMIM:604323, RefSeq DNA:NT_010783, RefSeq Protein:NP_001137542, RefSeq Protein:NP_003777, RefSeq RNA:NM_001144070, RefSeq RNA:NM_003786, UCSC Genome Browser:NM_003786, UniProtKB:O15438, UniProtKB:Q86VN9	No	chr17	48712205	48769063	50634843	50691704
PA397	10257	HGNC:55	ENSG00000125257	ATP binding cassette subfamily C member 4 (PEL blood group)	ABCC4	"""ATP binding cassette subfamily C member 4"", ""ATP-binding cassette, sub-family C (CFTR/MRP), member 4"", ""bA464I2.1 (ATP-binding cassette, sub-family C (CFTR/MRP), member 4)"", ""canalicular multispecific organic anion transporter (ABC superfamily)"", ""multidrug resistance-associated protein 4"", ""multispecific organic anion transporter B"""	EST170205, MOAT-B, MOATB, MRP4	Yes	Yes	Comparative Toxicogenomics Database:10257, Ensembl:ENSG00000125257, GenAtlas:ABCC4, GeneCard:ABCC4, HGNC:HGNC:55, HumanCyc Gene:HS04865, ModBase:O15439, NCBI Gene:10257, OMIM:605250, RefSeq DNA:NT_009952, RefSeq Protein:NP_001098985, RefSeq Protein:NP_005836, RefSeq RNA:NM_001105515, RefSeq RNA:NM_005845, UCSC Genome Browser:NM_005845, UniProtKB:O15439, UniProtKB:Q8IVZ4	No	chr13	95672083	95953705	95019829	95301550
PA395	10057	HGNC:56	ENSG00000114770	ATP binding cassette subfamily C member 5	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	EST277145, MOAT-C, MRP5, SMRP	Yes	Yes	Comparative Toxicogenomics Database:10057, Ensembl:ENSG00000114770, GenAtlas:ABCC5, GeneCard:ABCC5, HGNC:HGNC:56, HumanCyc Gene:HS03796, ModBase:O15440, NCBI Gene:10057, OMIM:605251, RefSeq DNA:NT_005612, RefSeq Protein:NP_001018881, RefSeq Protein:NP_005679, RefSeq RNA:NM_001023587, RefSeq RNA:NM_005688, UCSC Genome Browser:NM_005688, UniProtKB:O15440, UniProtKB:Q86W30	No	chr3	183637722	183735803	183919934	184018010
PA58	368	HGNC:57	ENSG00000091262	ATP binding cassette subfamily C member 6	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	ARA, EST349056, MLP1, MRP6, PXE, URG7	Yes	Yes	Comparative Toxicogenomics Database:368, Ensembl:ENSG00000091262, GenAtlas:ABCC6, GeneCard:ABCC6, HGNC:HGNC:57, HumanCyc Gene:HS01730, ModBase:O95255, NCBI Gene:368, OMIM:177850, OMIM:264800, OMIM:603234, RefSeq DNA:NG_007558, RefSeq DNA:NT_010393, RefSeq Protein:NP_001072996, RefSeq Protein:NP_001162, RefSeq RNA:NM_001079528, RefSeq RNA:NM_001171, UCSC Genome Browser:NM_001171, UniProtKB:A2RRN8, UniProtKB:O95255	No	chr16	16243422	16318083	16149565	16223616
PA24395	6833	HGNC:59	ENSG00000006071	ATP binding cassette subfamily C member 8	ABCC8	"""ATP-binding cassette, sub-family C (CFTR/MRP), member 8"", ""sulfonylurea receptor (hyperinsulinemia)"""	ABC36, HHF1, HI, HRINS, MRP8, PHHI, SUR, SUR1, TNDM2	Yes	Yes	Comparative Toxicogenomics Database:6833, Ensembl:ENSG00000006071, GenAtlas:ABCC8, GeneCard:ABCC8, HGNC:HGNC:59, HumanCyc Gene:HS00163, NCBI Gene:6833, OMIM:125853, OMIM:240800, OMIM:256450, OMIM:600509, OMIM:606176, OMIM:610374, RefSeq DNA:NG_008867, RefSeq DNA:NT_009237, RefSeq Protein:NP_000343, RefSeq RNA:NM_000352, UCSC Genome Browser:NM_000352, UniProtKB:Q09428	No	chr11	17414432	17498449	17392885	17476870
PA396	10060	HGNC:60	ENSG00000069431	ATP binding cassette subfamily C member 9	ABCC9	"""ATP-binding cassette, sub-family C (CFTR/MRP), member 9"", ""sulfonylurea receptor 2"""	CMD1O, SUR2	Yes	Yes	Comparative Toxicogenomics Database:10060, Ensembl:ENSG00000069431, GenAtlas:ABCC9, GeneCard:ABCC9, HGNC:HGNC:60, HumanCyc Gene:HS00963, ModBase:O60706, NCBI Gene:10060, OMIM:601439, OMIM:608569, RefSeq DNA:NG_012819, RefSeq DNA:NT_009714, RefSeq Protein:NP_005682, RefSeq Protein:NP_064693, RefSeq Protein:NP_064694, RefSeq RNA:NM_005691, RefSeq RNA:NM_020297, RefSeq RNA:NM_020298, UCSC Genome Browser:NM_005691, UniProtKB:A6NFG0, UniProtKB:O60706	No	chr12	21950323	22094797	21797389	21941869
PA24396	215	HGNC:61	ENSG00000101986	ATP binding cassette subfamily D member 1	ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	ALD, ALDP, AMN, adrenoleukodystrophy	Yes	Yes	Comparative Toxicogenomics Database:215, Ensembl:ENSG00000101986, GenAtlas:ABCD1, GeneCard:ABCD1, HGNC:HGNC:61, HumanCyc Gene:HS02330, ModBase:P33897, NCBI Gene:215, OMIM:300100, OMIM:300371, RefSeq DNA:NG_009022, RefSeq DNA:NT_167198, RefSeq Protein:NP_000024, RefSeq RNA:NM_000033, UCSC Genome Browser:NM_000033, UniProtKB:P33897	No	chrX	152990323	153010216	153724851	153744762
PA24397	23785	HGNC:62		ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 1	ABCD1P1			Yes	No	GenAtlas:ABCD1P1, GeneCard:ABCD1P1, HGNC:HGNC:62, NCBI Gene:23785, RefSeq DNA:NG_001246	No	chr2				
PA24398	26983	HGNC:63	ENSG00000215151	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 2	ABCD1P2		bA453N3.6	Yes	No	Ensembl:ENSG00000215151, GenAtlas:ABCD1P2, GeneCard:ABCD1P2, HGNC:HGNC:63, NCBI Gene:26983, RefSeq DNA:NG_001270, RefSeq DNA:NT_008705	No	chr10	38894541	38898740	38601416	38605609
PA24399	26982	HGNC:64	ENSG00000261233	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 3	ABCD1P3			Yes	No	Ensembl:ENSG00000261233, GenAtlas:ABCD1P3, GeneCard:ABCD1P3, HGNC:HGNC:64, NCBI Gene:26982, RefSeq DNA:NG_001269, RefSeq DNA:NT_010393	No	chr16	32486344	32487136	32474823	32475807
PA24400	26957	HGNC:65	ENSG00000225293	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 4	ABCD1P4			Yes	No	Ensembl:ENSG00000225293, GenAtlas:ABCD1P4, GeneCard:ABCD1P4, HGNC:HGNC:65, NCBI Gene:26957, RefSeq DNA:NG_001265, RefSeq DNA:NT_011519	No	chr22	16868415	16872610	16387689	16391884
PA24401	225	HGNC:66	ENSG00000173208	ATP binding cassette subfamily D member 2	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	ALDL1, ALDR, ALDRP	Yes	Yes	Comparative Toxicogenomics Database:225, Ensembl:ENSG00000173208, GenAtlas:ABCD2, GeneCard:ABCD2, HGNC:HGNC:66, HumanCyc Gene:HS10629, ModBase:Q9UBJ2, NCBI Gene:225, OMIM:601081, RefSeq DNA:NT_029419, RefSeq Protein:NP_005155, RefSeq RNA:NM_005164, UCSC Genome Browser:NM_005164, UniProtKB:Q9UBJ2	No	chr12	39945022	40013843	39530966	39651333
PA24402	5825	HGNC:67	ENSG00000117528	ATP binding cassette subfamily D member 3	ABCD3	"""ATP-binding cassette, sub-family D (ALD), member 3"", ""peroxisomal membrane protein 70 kDa"""	PMP70, PXMP1, ZWS2	Yes	No	Comparative Toxicogenomics Database:5825, Ensembl:ENSG00000117528, GenAtlas:ABCD3, GeneCard:ABCD3, HGNC:HGNC:67, HumanCyc Gene:HS04146, ModBase:P28288, NCBI Gene:5825, OMIM:170995, RefSeq DNA:NG_008865, RefSeq DNA:NT_032977, RefSeq Protein:NP_001116146, RefSeq Protein:NP_002849, RefSeq RNA:NM_001122674, RefSeq RNA:NM_002858, UCSC Genome Browser:NM_002858, UniProtKB:P28288	No	chr1	94883933	94984219	94385106	94518663
PA24403	5826	HGNC:68	ENSG00000119688	ATP binding cassette subfamily D member 4	ABCD4	"""ATP-binding cassette, sub-family D (ALD), member 4"", ""Lysosomal cobalamin transporter ABCD4"""	EST352188, P70R, PMP69, PXMP1L	Yes	No	Ensembl:ENSG00000119688, GenAtlas:ABCD4, GeneCard:ABCD4, HGNC:HGNC:68, HumanCyc Gene:HS04323, ModBase:O14678, NCBI Gene:5826, OMIM:603214, RefSeq DNA:NT_026437, RefSeq Protein:NP_005041, RefSeq RNA:NM_005050, RefSeq RNA:NR_003256, UCSC Genome Browser:NM_005050, UniProtKB:O14678	No	chr14	74751980	74769767	74285277	74303064
PA24404	6059	HGNC:69	ENSG00000164163	ATP binding cassette subfamily E member 1	ABCE1	"""ATP-binding cassette, sub-family E (OABP), member 1"", ""RNase L inhibitor 1"""	OABP, RLI, RLI1, RNASEL1, RNASELI, RNS4I	Yes	No	Comparative Toxicogenomics Database:6059, Ensembl:ENSG00000164163, GenAtlas:ABCE1, GeneCard:ABCE1, HGNC:HGNC:69, HumanCyc Gene:HS09029, ModBase:P61221, NCBI Gene:6059, OMIM:601213, RefSeq DNA:NT_016354, RefSeq Protein:NP_001035809, RefSeq Protein:NP_002931, RefSeq RNA:NM_001040876, RefSeq RNA:NM_002940, UCSC Genome Browser:NM_002940, UniProtKB:P61221	No	chr4	146019156	146050676	145098004	145129524
PA24405	23	HGNC:70	ENSG00000204574, ENSG00000206490, ENSG00000225989, ENSG00000231129, ENSG00000232169, ENSG00000236149, ENSG00000236342	ATP binding cassette subfamily F member 1	ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1	ABC50, EST123147	Yes	No	Comparative Toxicogenomics Database:23, Ensembl:ENSG00000204574, Ensembl:ENSG00000206490, Ensembl:ENSG00000225989, Ensembl:ENSG00000231129, Ensembl:ENSG00000232169, Ensembl:ENSG00000236149, Ensembl:ENSG00000236342, GenAtlas:ABCF1, GeneCard:ABCF1, HGNC:HGNC:70, HumanCyc Gene:HS06320, ModBase:Q8NE71, NCBI Gene:23, OMIM:603429, RefSeq DNA:NT_007592, RefSeq DNA:NT_113891, RefSeq DNA:NT_167245, RefSeq DNA:NT_167246, RefSeq DNA:NT_167247, RefSeq DNA:NT_167248, RefSeq DNA:NT_167249, RefSeq Protein:NP_001020262, RefSeq Protein:NP_001081, RefSeq RNA:NM_001025091, RefSeq RNA:NM_001090, UCSC Genome Browser:NM_001090, UniProtKB:A2BF75, UniProtKB:Q2L6I2, UniProtKB:Q8NE71	No	chr6	30539170	30559309	30571393	30591532
PA24406	10061	HGNC:71	ENSG00000033050	ATP binding cassette subfamily F member 2	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	ABC28, EST133090, HUSSY-18, M-ABC1	Yes	No	Comparative Toxicogenomics Database:10061, Ensembl:ENSG00000033050, GenAtlas:ABCF2, GeneCard:ABCF2, HGNC:HGNC:71, HumanCyc Gene:HS00489, ModBase:Q9UG63, NCBI Gene:10061, OMIM:612510, RefSeq DNA:NT_007914, RefSeq DNA:NT_079596, RefSeq Protein:NP_005683, RefSeq Protein:NP_009120, RefSeq RNA:NM_005692, RefSeq RNA:NM_007189, UCSC Genome Browser:NM_005692, UniProtKB:Q75MJ0, UniProtKB:Q75MJ1, UniProtKB:Q9UG63	No	chr7	150904923	150924460	151207837	151227374
PA24407	55324	HGNC:72	ENSG00000161204	ATP binding cassette subfamily F member 3	ABCF3	ATP-binding cassette, sub-family F (GCN20), member 3	EST201864	Yes	No	Comparative Toxicogenomics Database:55324, Ensembl:ENSG00000161204, GenAtlas:ABCF3, GeneCard:ABCF3, HGNC:HGNC:72, HumanCyc Gene:HS08576, ModBase:Q9NUQ8, NCBI Gene:55324, RefSeq DNA:NT_005612, RefSeq Protein:NP_060828, RefSeq RNA:NM_018358, UCSC Genome Browser:NM_018358, UniProtKB:Q9NUQ8	No	chr3	183903863	183911795	184186075	184194012
PA24408	9619	HGNC:73	ENSG00000160179	ATP binding cassette subfamily G member 1	ABCG1	"""ATP-binding cassette transporter 8"", ""ATP-binding cassette, sub-family G (WHITE), member 1"""	ABC8	Yes	Yes	Comparative Toxicogenomics Database:9619, Ensembl:ENSG00000160179, GenAtlas:ABCG1, GeneCard:ABCG1, HGNC:HGNC:73, HumanCyc Gene:HS08449, ModBase:Q9BXL1, NCBI Gene:9619, OMIM:603076, RefSeq DNA:NT_011515, RefSeq Protein:NP_004906, RefSeq Protein:NP_058198, RefSeq Protein:NP_997057, RefSeq Protein:NP_997510, RefSeq Protein:NP_997511, RefSeq Protein:NP_997512, RefSeq RNA:NM_004915, RefSeq RNA:NM_016818, RefSeq RNA:NM_207174, RefSeq RNA:NM_207627, RefSeq RNA:NM_207628, RefSeq RNA:NM_207629, UCSC Genome Browser:NM_004915, UniProtKB:P45844	No	chr21	43619799	43724497	42199689	42304389
PA390	9429	HGNC:74	ENSG00000118777	ATP binding cassette subfamily G member 2 (JR blood group)	ABCG2	"""ATP binding cassette subfamily G member 2 (Junior blood group)"", ""ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)"""	ABCP, BCRP, CD338, EST157481, MXR	Yes	Yes	Comparative Toxicogenomics Database:9429, Ensembl:ENSG00000118777, GenAtlas:ABCG2, GeneCard:ABCG2, HGNC:HGNC:74, HumanCyc Gene:HS04249, ModBase:Q8IX16, NCBI Gene:9429, OMIM:603756, RefSeq DNA:NT_016354, RefSeq Protein:NP_004818, RefSeq RNA:NM_004827, UCSC Genome Browser:NM_004827, UniProtKB:Q9UNQ0	Yes	chr4	89011416	89152569	88090264	88231417
PA24410	64137	HGNC:13884	ENSG00000172350	ATP binding cassette subfamily G member 4	ABCG4	"""ATP-binding cassette, sub-family G (WHITE), member 4"", ""ATP-binding cassette, subfamily G, member 4"", ""putative ABC transporter"""	WHITE2	Yes	No	Comparative Toxicogenomics Database:64137, Ensembl:ENSG00000172350, GenAtlas:ABCG4, GeneCard:ABCG4, HGNC:HGNC:13884, HumanCyc Gene:HS10498, ModBase:Q9H172, NCBI Gene:64137, OMIM:607784, RefSeq DNA:NT_033899, RefSeq Protein:NP_001135977, RefSeq Protein:NP_071452, RefSeq RNA:NM_001142505, RefSeq RNA:NM_022169, UCSC Genome Browser:NM_022169, UniProtKB:Q9H172	No	chr11	119019750	119033375	119149040	119162666
PA24411	64240	HGNC:13886	ENSG00000138075	ATP binding cassette subfamily G member 5	ABCG5	"""ATP-binding cassette, sub-family G (WHITE), member 5"", ""sterolin 1"""	STSL	Yes	Yes	Comparative Toxicogenomics Database:64240, Ensembl:ENSG00000138075, GenAtlas:ABCG5, GeneCard:ABCG5, HGNC:HGNC:13886, HumanCyc Gene:HS06448, ModBase:Q9H222, NCBI Gene:64240, OMIM:210250, OMIM:605459, RefSeq DNA:NG_008883, RefSeq DNA:NT_022184, RefSeq Protein:NP_071881, RefSeq RNA:NM_022436, UCSC Genome Browser:NM_022436, UniProtKB:Q9H222	No	chr2	44039611	44066039	43806154	43838840
